基金代码,基金简称,2022-01-14-单位净值,2022-01-14-累计净值,2022-01-13-单位净值,2022-01-13-累计净值,日增长值,日增长率,申购状态,赎回状态,手续费
002501,银华远景债券,,,1.1710,1.3440,,,开放申购,开放赎回,0.08%
675111,西部利得汇享债券A,,,1.1708,1.3372,,,开放申购,开放赎回,0.05%
000403,工银纯债债券B,,,1.1705,1.4040,,,限大额,开放赎回,0.00%
206001,鹏华弘泰A,,,1.1704,5.7775,,,限大额,开放赎回,0.15%
007550,东兴未来价值混合C,,,1.1704,1.1704,,,开放申购,开放赎回,0.00%
008941,华泰紫金周周购3月滚动债A,,,1.1704,1.1704,,,暂停申购,开放赎回,0.50%
851099,海通量化成长精选一年持有混合C,,,1.1704,1.3604,,,开放申购,开放赎回,0.00%
202102,南方多利增强债券C,,,1.1703,1.8611,,,限大额,开放赎回,0.00%
007075,富国产业债券C,,,1.1702,1.2102,,,限大额,开放赎回,0.00%
008041,长信先利半年定开混合C,,,1.1702,1.1702,,,开放申购,开放赎回,0.00%
002485,国联安通盈混合C,,,1.1701,1.5011,,,限大额,开放赎回,0.00%
001343,易方达新享混合C,,,1.17,1.5350,,,开放申购,开放赎回,0.00%
002515,招商丰益混合C,,,1.17,1.53,,,限大额,开放赎回,0.15%
001087,华富恒利债券C,,,1.17,1.1910,,,开放申购,开放赎回,0.00%
006316,平安惠诚纯债债券,,,1.1699,1.2199,,,限大额,开放赎回,0.80%
008581,九泰久嘉纯债3个月C,,,1.1698,1.1698,,,暂停申购,暂停赎回,0.00%
851088,海通量化成长精选一年持有混合A,,,1.1697,1.3597,,,开放申购,开放赎回,0.12%
161124,易方达香港小型股指数A,,,1.1696,1.1696,,,限大额,开放赎回,0.12%
270045,广发双债添利债券C,,,1.1695,1.4535,,,限大额,开放赎回,0.00%
011807,平安研究精选混合A,,,1.1695,1.1695,,,开放申购,开放赎回,0.15%
850010,海通量化成长精选一年持有混合B,,,1.1695,1.3595,,,暂停申购,开放赎回,1.00%
001862,东方红收益增强债券A,,,1.1694,1.3494,,,开放申购,开放赎回,0.80%
450005,国富强化收益债券A,,,1.1694,1.8915,,,开放申购,开放赎回,0.08%
004694,天弘策略精选混合A,,,1.1694,1.1694,,,开放申购,开放赎回,0.10%
009328,东兴兴晟混合C,,,1.1694,1.1694,,,开放申购,开放赎回,0.00%
002021,华夏回报二号混合,,,1.1690,3.7690,,,限大额,开放赎回,0.20%
160706,嘉实沪深300ETF联接A,,,1.1690,3.2882,,,开放申购,开放赎回,0.15%
161031,富国中证工业4.0指数(LOF)A,,,1.1690,0.8570,,,开放申购,开放赎回,0.12%
005252,中海添瑞定开混合,,,1.1690,1.1690,,,暂停申购,暂停赎回,0.10%
970008,华安证券汇赢增利一年持有混合C,,,1.1690,1.1690,,,开放申购,开放赎回,0.15%
014172,富国中证工业4.0指数(LOF)C,,,1.1690,1.1690,,,开放申购,开放赎回,0.00%
003059,长信先利半年定开混合A,,,1.1689,1.1689,,,开放申购,开放赎回,0.12%
009030,工银高质量成长混合C,,,1.1689,1.1689,,,开放申购,开放赎回,0.00%
164210,天弘同利债券(LOF)C,,,1.1688,1.7228,,,开放申购,开放赎回,0.00%
012659,华安安益灵活配置混合C,,,1.1688,1.1688,,,开放申购,开放赎回,0.00%
003619,招商招旺纯债C,,,1.1685,1.2116,,,限大额,开放赎回,0.00%
005846,宝盈盈泰纯债债券A,,,1.1685,1.2205,,,开放申购,开放赎回,0.08%
020033,国泰民安增利债券A,,,1.1683,1.6285,,,开放申购,开放赎回,0.08%
009860,易方达中证银行指数(LOF)C,,,1.1683,1.1683,,,开放申购,开放赎回,0.00%
005108,圆信永丰双利优选,,,1.1682,1.1682,,,开放申购,开放赎回,0.00%
003358,易方达中债7-10年国开债A,,,1.1681,1.1923,,,开放申购,开放赎回,0.08%
006114,人保鑫利债券A,,,1.1681,1.1681,,,限大额,开放赎回,0.08%
009447,财通科技创新一年定开混合,,,1.1679,1.1679,,,暂停申购,暂停赎回,0.15%
006684,富国信用债债券D,,,1.1677,1.1767,,,限大额,开放赎回,0.00%
009077,红土创新稳进混合A,,,1.1674,1.2124,,,开放申购,开放赎回,0.04%
010429,中欧睿见混合,,,1.1672,1.1672,,,开放申购,开放赎回,0.15%
005345,长安泓润纯债债券A,,,1.1670,1.1670,,,开放申购,开放赎回,0.08%
000192,富国信用债债券C,,,1.1669,1.4324,,,限大额,开放赎回,0.00%
001905,华安安益灵活配置混合A,,,1.1669,1.1669,,,开放申购,开放赎回,0.12%
005678,安信尊享添益债券A,,,1.1669,1.1669,,,暂停申购,开放赎回,0.06%
004486,嘉实稳怡债券,,,1.1669,1.1669,,,开放申购,开放赎回,0.80%
005576,华泰柏瑞新金融地产混合,,,1.1667,1.1667,,,开放申购,开放赎回,0.15%
501048,汇添富中证全指证券公司指数C,,,1.1666,1.1666,,,开放申购,开放赎回,0.00%
004572,万家家瑞债券C,,,1.1665,1.2215,,,开放申购,开放赎回,0.00%
009130,鹏扬景恒六个月持有混合A,,,1.1665,1.1665,,,开放申购,开放赎回,0.10%
008086,华夏中证5G通信主题ETF联接A,,,1.1664,1.1664,,,开放申购,开放赎回,0.12%
003749,创金合信鑫收益混合A,,,1.1663,1.1663,,,开放申购,开放赎回,0.12%
501200,民生加银科创3年封闭混合,,,1.1663,1.1663,,,场内交易,场内交易,1.50%
002947,大成景盛一年定开债C,,,1.1662,1.1662,,,暂停申购,暂停赎回,0.00%
009803,易方达中债7-10年国开债C,,,1.1661,1.1903,,,开放申购,开放赎回,0.00%
550005,信诚三得益债券B,,,1.1660,1.76,,,开放申购,开放赎回,0.00%
020021,国泰上证180金融ETF联接,,,1.1660,1.6960,,,开放申购,开放赎回,0.12%
270029,广发聚财信用债券A,,,1.1660,1.6670,,,限大额,开放赎回,0.08%
675113,西部利得汇享债券C,,,1.1660,1.3269,,,开放申购,开放赎回,0.00%
010937,交银均衡成长一年混合C,,,1.1660,1.1660,,,限大额,暂停赎回,0.00%
005082,诺德量化蓝筹增强混合A,,,1.1659,1.1659,,,开放申购,开放赎回,0.10%
006162,财通资管积极收益债券E,,,1.1659,1.1759,,,限大额,开放赎回,0.00%
008673,宝盈祥泽混合C,,,1.1658,1.1658,,,限大额,开放赎回,0.00%
006205,汇添富沪港深优势定开,,,1.1657,1.1657,,,暂停申购,暂停赎回,0.15%
501047,汇添富中证全指证券公司指数A,,,1.1655,1.1655,,,开放申购,开放赎回,0.08%
003505,景顺长城景颐丰利债券C,,,1.1653,1.2190,,,开放申购,开放赎回,0.00%
009078,红土创新稳进混合C,,,1.1652,1.2102,,,开放申购,开放赎回,0.00%
010107,华夏核心科技6个月定开混合C,,,1.1651,1.1651,,,封闭期,封闭期,0.00%
001230,鹏华医药科技,,,1.1650,1.1650,,,开放申购,开放赎回,0.15%
002502,中银腾利混合A,,,1.1650,1.4420,,,开放申购,开放赎回,0.10%
675123,西部汇逸债券C,,,1.1650,1.1730,,,限大额,开放赎回,0.00%
009102,鹏扬红利优选混合A,,,1.1650,1.1650,,,开放申购,开放赎回,0.15%
000137,民生加银岁岁增利债券A,,,1.1649,1.5539,,,暂停申购,暂停赎回,0.06%
005549,富国成长优选三年定开混合,,,1.1649,1.1649,,,暂停申购,暂停赎回,0.15%
001180,广发医药卫生联接A,,,1.1648,1.1648,,,开放申购,开放赎回,0.12%
004070,南方中证全指证券公司ETF联接C,,,1.1648,1.1648,,,开放申购,开放赎回,0.00%
011369,华商均衡成长混合A,,,1.1648,1.1648,,,开放申购,开放赎回,0.15%
009215,易方达瑞川混合A,,,1.1647,1.2097,,,限大额,开放赎回,0.60%
003693,大成景尚灵活配置混合C,,,1.1647,1.3755,,,开放申购,开放赎回,0.00%
005271,安信恒利增强债券A,,,1.1646,1.1646,,,开放申购,开放赎回,0.08%
163827,中银产业债债券A,,,1.1645,1.4495,,,开放申购,开放赎回,0.08%
009070,大成睿鑫股票C,,,1.1644,1.1644,,,开放申购,开放赎回,0.00%
002065,景顺长城景盛双息收益债券A,,,1.1640,1.1640,,,开放申购,开放赎回,0.08%
002721,国寿安保尊利增强回报债券C,,,1.1640,1.1850,,,开放申购,开放赎回,0.00%
000745,北信瑞丰稳定收益C,,,1.1640,1.4230,,,开放申购,开放赎回,0.00%
009027,浦银安盛安远回报一年混合A,,,1.1639,1.1639,,,开放申购,开放赎回,0.80%
006467,浦银安盛双债增强债券C,,,1.1638,1.1638,,,限大额,开放赎回,0.00%
005479,安信永泰定开债发起式,,,1.1638,1.1638,,,暂停申购,开放赎回,0.08%
006263,易方达香港小型股指数C,,,1.1637,1.1637,,,限大额,开放赎回,0.00%
008942,华泰紫金周周购3月滚动债C,,,1.1636,1.1636,,,暂停申购,开放赎回,0.00%
011808,平安研究精选混合C,,,1.1635,1.1635,,,开放申购,开放赎回,0.00%
004586,鹏扬汇利债券C,,,1.1633,1.2493,,,限大额,开放赎回,0.00%
007575,宝盈祥泰混合C,,,1.1632,1.3166,,,限大额,开放赎回,0.00%
000407,汇添富双利增强债券C,,,1.1630,1.4960,,,开放申购,开放赎回,0.00%
002503,中银腾利混合C,,,1.1630,1.4340,,,开放申购,开放赎回,0.00%
007267,嘉实新添益定期混合C,,,1.1630,1.1630,,,暂停申购,暂停赎回,0.00%
004635,中信建投睿利C,,,1.1628,1.3451,,,开放申购,开放赎回,0.00%
009465,东方可转债债券A,,,1.1625,1.1625,,,开放申购,开放赎回,0.08%
006689,方正富邦信泓混合A,,,1.1624,1.1624,,,开放申购,开放赎回,0.15%
010413,财通资管宸瑞一年持有混合A,,,1.1624,1.1624,,,开放申购,暂停赎回,1.50%
008342,九泰科鑫策略精选混合A,,,1.1621,1.1621,,,开放申购,开放赎回,0.15%
531017,建信双息红利债券C,,,1.1620,1.61,,,开放申购,开放赎回,0.00%
003274,安信永丰定开债券C,,,1.1620,1.1620,,,暂停申购,暂停赎回,0.00%
160419,华安中证全指证券公司指数,,,1.1619,0.7825,,,开放申购,开放赎回,0.12%
003605,景顺长城景泰汇利定开债A,,,1.1618,1.2618,,,暂停申购,暂停赎回,0.08%
004988,人保双利A,,,1.1616,1.1616,,,限大额,开放赎回,0.07%
009740,博时研究臻选持有期混合A,,,1.1616,1.1616,,,开放申购,暂停赎回,0.12%
020034,国泰民安增利债券C,,,1.1615,1.5880,,,开放申购,开放赎回,0.00%
003024,平安惠金定开债A,,,1.1614,1.2114,,,暂停申购,暂停赎回,0.08%
460108,华泰柏瑞稳健收益债券C,,,1.1613,1.4658,,,开放申购,开放赎回,0.00%
002690,前海开源恒泽混合A,,,1.1611,1.1611,,,开放申购,开放赎回,0.15%
002644,大成景荣债券A,,,1.1610,1.1610,,,开放申购,开放赎回,0.08%
200009,长城稳健增利债券A,,,1.1607,1.6711,,,开放申购,开放赎回,0.08%
009216,易方达瑞川混合C,,,1.1606,1.2056,,,限大额,开放赎回,0.00%
007828,创金合信信用红利债券A,,,1.1604,1.1604,,,限大额,开放赎回,0.06%
166027,中欧创业板两年定开混合A,,,1.1604,1.1604,,,暂停申购,暂停赎回,0.15%
002303,金鹰智慧生活混合,,,1.16,1.7590,,,开放申购,开放赎回,0.15%
004321,前海开源沪港深强国产业混合,,,1.1598,1.1598,,,开放申购,开放赎回,0.15%
009858,博时价值臻选持有期混合C,,,1.1597,1.1597,,,开放申购,暂停赎回,0.00%
010476,太平恒久纯债,,,1.1596,1.3196,,,暂停申购,开放赎回,0.08%
011370,华商均衡成长混合C,,,1.1595,1.1595,,,开放申购,开放赎回,0.00%
008554,景顺长城景泰汇利定开债C,,,1.1592,1.2592,,,暂停申购,暂停赎回,0.00%
008087,华夏中证5G通信主题ETF联接C,,,1.1592,1.1592,,,开放申购,开放赎回,0.00%
050001,博时价值增长混合,,,1.1590,3.7040,,,开放申购,开放赎回,0.18%
003761,国泰中证500指数增强C,,,1.1590,1.2219,,,开放申购,开放赎回,0.00%
000306,天弘弘利债券,,,1.1589,1.4375,,,开放申购,开放赎回,0.10%
161908,万家添利债券(LOF),,,1.1588,1.9826,,,开放申购,开放赎回,0.00%
400023,东方多策略灵活配置混合A,,,1.1588,1.3288,,,限大额,开放赎回,0.12%
519985,长信纯债壹号债券A,,,1.1588,1.5508,,,开放申购,开放赎回,0.06%
005346,长安泓润纯债债券C,,,1.1587,1.1587,,,开放申购,开放赎回,0.00%
000753,华宝量化对冲混合A,,,1.1586,1.3886,,,开放申购,开放赎回,0.08%
005443,国金量化多策略混合,,,1.1585,1.1585,,,开放申购,开放赎回,0.15%
009131,鹏扬景恒六个月持有混合C,,,1.1585,1.1585,,,开放申购,开放赎回,0.00%
008343,九泰科鑫策略精选混合C,,,1.1585,1.1585,,,开放申购,开放赎回,0.00%
009466,东方可转债债券C,,,1.1585,1.1585,,,开放申购,开放赎回,0.00%
004891,华润元大成长精选A,,,1.1584,1.1584,,,开放申购,开放赎回,0.15%
006974,金鹰鑫日享债券A,,,1.1582,1.1582,,,开放申购,开放赎回,0.08%
009103,鹏扬红利优选混合C,,,1.1581,1.1581,,,开放申购,开放赎回,0.00%
009124,华泰保兴科荣混合A,,,1.1581,1.1581,,,封闭期,开放赎回,0.80%
009028,浦银安盛安远回报一年混合C,,,1.1578,1.1578,,,开放申购,开放赎回,0.00%
000802,中金纯债C,,,1.1577,1.2594,,,限大额,开放赎回,0.00%
006717,平安惠金定开债C,,,1.1576,1.2076,,,暂停申购,暂停赎回,0.00%
001200,创金合信聚利债券C,,,1.1574,1.1574,,,开放申购,开放赎回,0.00%
006459,人保鑫裕增强A,,,1.1573,1.1573,,,限大额,开放赎回,0.08%
006460,人保鑫裕增强C,,,1.1572,1.1572,,,限大额,开放赎回,0.00%
162212,泰达宏利红利先锋混合,,,1.1570,1.9450,,,开放申购,开放赎回,0.15%
002528,泰康安益纯债A,,,1.1569,1.2073,,,开放申购,开放赎回,0.08%
009476,建信食品饮料行业股票,,,1.1564,1.1564,,,开放申购,开放赎回,0.15%
012291,中融恒益纯债债券C,,,1.1563,1.1563,,,暂停申购,开放赎回,0.00%
009125,华泰保兴科荣混合C,,,1.1562,1.1562,,,封闭期,开放赎回,0.00%
009545,博时鑫荣稳健混合A,,,1.1562,1.1562,,,限大额,开放赎回,0.04%
004874,融通巨潮100指数C,,,1.1560,1.7090,,,限大额,开放赎回,0.00%
009414,中银大健康股票A,,,1.1560,1.1560,,,开放申购,开放赎回,0.15%
003993,前海开源沪港深核心驱动混合,,,1.1559,1.6039,,,开放申购,开放赎回,0.15%
005468,华泰紫金智盈债券C,,,1.1559,1.1559,,,限大额,开放赎回,0.00%
004603,前海开源润和债券C,,,1.1558,1.2008,,,开放申购,开放赎回,0.00%
007833,长盛稳怡添利债券A,,,1.1558,1.1558,,,开放申购,开放赎回,0.08%
008936,中银产业债债券C,,,1.1558,1.2358,,,开放申购,开放赎回,0.00%
519062,海富通阿尔法对冲混合A,,,1.1556,1.5626,,,开放申购,开放赎回,0.15%
010414,财通资管宸瑞一年持有混合C,,,1.1556,1.1556,,,开放申购,暂停赎回,0.00%
006961,南方7-10年国开债A,,,1.1554,1.1554,,,开放申购,开放赎回,0.06%
004825,平安惠泽纯债,,,1.1553,1.2613,,,限大额,开放赎回,0.08%
006115,人保鑫利债券C,,,1.1552,1.1552,,,限大额,开放赎回,0.00%
970007,华安证券汇赢增利一年持有混合B,,,1.1552,1.1552,,,开放申购,开放赎回,0.00%
000390,华商优势行业混合,,,1.1550,3.2250,,,开放申购,开放赎回,0.15%
620003,金元顺安丰利债券,,,1.1550,1.4440,,,开放申购,开放赎回,0.06%
290007,泰信债券增强收益A,,,1.1550,1.5050,,,开放申购,开放赎回,0.08%
006147,宝盈融源可转债债券A,,,1.1550,1.1550,,,开放申购,开放赎回,0.08%
006975,金鹰鑫日享债券C,,,1.1548,1.1548,,,开放申购,开放赎回,0.00%
004602,前海开源润和债券A,,,1.1547,1.2147,,,开放申购,开放赎回,0.08%
501311,嘉实港股通新经济指数A,,,1.1547,1.1547,,,开放申购,开放赎回,0.10%
013594,南方7-10年国开债E,,,1.1547,1.1547,,,开放申购,开放赎回,0.00%
519061,海富通纯债债券A,,,1.1546,2.3896,,,限大额,开放赎回,0.08%
481009,工银沪深300指数A,,,1.1546,1.9427,,,限大额,开放赎回,0.12%
009613,上银中证500指数增强型A,,,1.1546,1.1546,,,开放申购,开放赎回,0.12%
010282,中信建投智享生活混合A,,,1.1546,1.1546,,,开放申购,开放赎回,0.15%
519136,海富通瑞丰债券型,,,1.1543,1.1949,,,开放申购,开放赎回,0.04%
000516,富国祥利一年期定期开放债券型A,,,1.1543,1.2803,,,暂停申购,暂停赎回,0.60%
009546,博时鑫荣稳健混合C,,,1.1542,1.1542,,,限大额,开放赎回,0.00%
519688,交银精选混合,,,1.1539,4.0937,,,限大额,开放赎回,0.15%
161718,招商沪深300高贝塔,,,1.1537,1.3743,,,开放申购,开放赎回,0.10%
007099,安信尊享添益债券C,,,1.1537,1.1537,,,暂停申购,开放赎回,0.00%
009031,工银聚和一年定开混合A,,,1.1537,1.1537,,,暂停申购,暂停赎回,0.12%
004748,天弘策略精选混合C,,,1.1536,1.1536,,,开放申购,开放赎回,0.00%
003009,中融盈泽中短债A,,,1.1535,1.3456,,,开放申购,开放赎回,0.03%
160142,南方优势产业(LOF),,,1.1535,1.1535,,,限大额,开放赎回,0.12%
160805,长盛同智优势混合(LOF),,,1.1534,3.1340,,,开放申购,开放赎回,0.15%
006708,永赢宏益债券C,,,1.1532,1.1607,,,暂停申购,开放赎回,0.00%
004302,国寿安保稳信混合C,,,1.1531,1.3863,,,开放申购,开放赎回,0.00%
004892,华润元大成长精选C,,,1.1531,1.1531,,,开放申购,开放赎回,0.00%
002057,中银新机遇混合A,,,1.1530,1.5170,,,开放申购,开放赎回,0.10%
002341,招商招瑞纯债发起式A,,,1.1530,1.2750,,,限大额,封闭期,0.80%
002711,广发集丰债券A,,,1.1530,1.3520,,,限大额,开放赎回,0.08%
121003,国投瑞银核心企业混合,,,1.1528,3.0398,,,开放申购,开放赎回,0.15%
870017,广发资管消费精选灵活配置混合,,,1.1527,2.1771,,,开放申购,开放赎回,0.10%
009741,博时研究臻选持有期混合C,,,1.1527,1.1527,,,开放申购,暂停赎回,0.00%
970051,银河安丰九个月滚动持有混合,,,1.1525,1.1525,,,开放申购,封闭期,0.30%
006962,南方7-10年国开债C,,,1.1523,1.1523,,,开放申购,开放赎回,0.00%
002691,前海开源恒泽混合C,,,1.1522,1.1522,,,开放申购,开放赎回,0.00%
005272,安信恒利增强债券C,,,1.1521,1.1521,,,开放申购,开放赎回,0.00%
002978,广发医药卫生联接C,,,1.1520,1.1520,,,开放申购,开放赎回,0.00%
007829,创金合信信用红利债券C,,,1.1518,1.1518,,,限大额,开放赎回,0.00%
008479,景顺长城泰申回报混合,,,1.1518,1.1518,,,限大额,开放赎回,0.10%
004301,国寿安保稳信混合A,,,1.1515,1.3873,,,开放申购,开放赎回,0.08%
009128,明亚价值长青混合A,,,1.1514,1.1514,,,开放申购,开放赎回,0.10%
540001,汇丰晋信2016周期混合,,,1.1513,2.6921,,,开放申购,开放赎回,0.075%
007605,嘉实沪深300红利低波动ETF联接A,,,1.1512,1.1512,,,开放申购,开放赎回,0.12%
257040,国联安红利混合,,,1.1510,2.1040,,,开放申购,开放赎回,0.15%
008526,华泰柏瑞行业精选A,,,1.1509,1.1509,,,开放申购,开放赎回,0.15%
006572,宝盈盈泰纯债债券C,,,1.1508,1.2028,,,开放申购,开放赎回,0.00%
007200,永赢泰利债券C,,,1.1506,1.2146,,,开放申购,开放赎回,0.00%
010321,中银大健康股票C,,,1.1506,1.1506,,,开放申购,开放赎回,0.00%
005307,财通资管鸿达纯债A,,,1.1502,1.1682,,,限大额,开放赎回,0.05%
009791,中欧创业板两年定开混合C,,,1.1501,1.1501,,,暂停申购,暂停赎回,0.00%
002645,大成景荣债券C,,,1.15,1.15,,,开放申购,开放赎回,0.00%
002058,中银新机遇混合C,,,1.15,1.51,,,开放申购,开放赎回,0.00%
012136,景顺长城景泰鑫利纯债C,,,1.1497,1.1497,,,开放申购,开放赎回,0.00%
011061,广发安悦回报混合C,,,1.1495,1.1632,,,限大额,开放赎回,0.00%
000138,民生加银岁岁增利债券C,,,1.1494,1.5134,,,暂停申购,暂停赎回,0.00%
009614,上银中证500指数增强型C,,,1.1494,1.1494,,,开放申购,开放赎回,0.00%
002934,泰康恒泰回报混合A,,,1.1492,1.4390,,,开放申购,开放赎回,0.12%
004885,长信先优债券,,,1.1492,1.3592,,,开放申购,开放赎回,0.08%
010283,中信建投智享生活混合C,,,1.1491,1.1491,,,开放申购,开放赎回,0.00%
009089,嘉实稳固收益债券A,,,1.1490,1.29,,,开放申购,开放赎回,0.08%
010746,富安达长三角区域主题混合,,,1.1490,1.1490,,,开放申购,开放赎回,0.15%
004989,人保双利C,,,1.1488,1.1488,,,限大额,开放赎回,0.00%
010147,博道嘉兴一年持有期混合,,,1.1488,1.1488,,,开放申购,开放赎回,0.15%
519776,交银裕盈纯债债券A,,,1.1486,1.1986,,,开放申购,开放赎回,0.08%
010992,东财中证500A,,,1.1482,1.1482,,,开放申购,开放赎回,0.12%
005867,国泰沪深300指数C,,,1.1481,1.1481,,,开放申购,开放赎回,0.00%
008209,南方宝泰一年混合A,,,1.1480,1.1480,,,开放申购,开放赎回,0.12%
290003,泰信双息双利债券,,,1.1476,1.7389,,,限大额,开放赎回,0.00%
009398,华富成长企业精选股票,,,1.1476,1.2886,,,开放申购,开放赎回,0.15%
162720,广发创业板两年定开混合,,,1.1473,1.1473,,,暂停申购,暂停赎回,0.15%
161601,融通新蓝筹混合,,,1.1472,3.4572,,,开放申购,开放赎回,0.15%
450006,国富强化收益债券C,,,1.1472,1.8185,,,开放申购,开放赎回,0.00%
004048,华夏新锦汇混合A,,,1.1471,1.3477,,,限大额,开放赎回,1.50%
001756,嘉实策略优选混合,,,1.1470,1.5320,,,限大额,开放赎回,0.15%
004258,国寿安保稳嘉混合A,,,1.1470,1.4190,,,开放申购,开放赎回,0.08%
006874,创金合信恒兴中短债A,,,1.1469,1.1469,,,限大额,开放赎回,0.04%
850003,海通海升六个月持有债券A,,,1.1469,1.5339,,,开放申购,开放赎回,0.03%
006148,宝盈融源可转债债券C,,,1.1468,1.1468,,,开放申购,开放赎回,0.00%
008324,宝盈祥利稳健配置混合A,,,1.1468,1.1468,,,开放申购,开放赎回,0.08%
501096,国联安科创3年封闭混合,,,1.1468,1.1468,,,暂停申购,暂停赎回,0.06%
008795,海富通阿尔法对冲混合C,,,1.1466,1.1466,,,开放申购,开放赎回,0.00%
007834,长盛稳怡添利债券C,,,1.1463,1.1463,,,开放申购,开放赎回,0.00%
004388,鹏华丰享债券,,,1.1461,1.2721,,,限大额,开放赎回,0.08%
011464,南华瑞利纯债A,,,1.1461,1.3251,,,暂停申购,开放赎回,0.06%
160633,鹏华券商A,,,1.1460,0.66,,,开放申购,开放赎回,0.12%
005054,泰康瑞坤纯债债券,,,1.1459,1.1950,,,开放申购,开放赎回,0.00%
008527,华泰柏瑞行业精选C,,,1.1459,1.1459,,,开放申购,开放赎回,0.00%
006937,工银沪深300指数C,,,1.1458,1.3660,,,限大额,开放赎回,0.00%
011550,湘财创新成长一年持有期混合A,,,1.1458,1.1458,,,开放申购,暂停赎回,0.15%
005833,工银红利优享混合A,,,1.1455,1.3714,,,开放申购,开放赎回,0.15%
009763,惠升和悦债券A,,,1.1454,1.6526,,,开放申购,开放赎回,0.08%
003074,泰达宏利汇利债券C,,,1.1454,1.1977,,,开放申购,开放赎回,0.00%
000972,新华万银策略灵活配置混合,,,1.1451,1.1451,,,开放申购,开放赎回,0.15%
009129,明亚价值长青混合C,,,1.1451,1.1451,,,开放申购,开放赎回,0.00%
002712,广发集丰债券C,,,1.1450,1.3280,,,限大额,开放赎回,0.00%
009875,天弘甄选食品饮料股票A,,,1.1447,1.1447,,,开放申购,开放赎回,0.12%
002885,大摩万众创新混合A,,,1.1445,1.1445,,,开放申购,开放赎回,0.15%
004049,华夏新锦汇混合C,,,1.1444,1.3448,,,限大额,开放赎回,0.00%
008686,大成景优中短债A,,,1.1441,1.2241,,,开放申购,开放赎回,0.10%
040036,华安安心收益债券A,,,1.1440,1.8090,,,开放申购,开放赎回,0.08%
011953,招商招瑞纯债发起式D,,,1.1440,1.1440,,,开放申购,开放赎回,0.80%
004259,国寿安保稳嘉混合C,,,1.1439,1.4129,,,开放申购,开放赎回,0.00%
855001,海通海升六个月持有债券C,,,1.1437,1.5307,,,开放申购,开放赎回,0.00%
010993,东财中证500C,,,1.1437,1.1437,,,开放申购,开放赎回,0.00%
003010,中融盈泽中短债C,,,1.1433,1.3354,,,开放申购,开放赎回,0.00%
720002,财通可转债债券A,,,1.1431,1.5051,,,开放申购,开放赎回,0.08%
260110,景顺长城精选蓝筹混合,,,1.1430,2.1680,,,开放申购,开放赎回,0.15%
001710,安信新趋势混合A,,,1.1430,1.3610,,,开放申购,开放赎回,0.10%
010661,安信稳健聚申一年持有期混合C,,,1.1430,1.1844,,,限大额,开放赎回,0.00%
006707,永赢宏益债券A,,,1.1429,1.1504,,,暂停申购,开放赎回,0.80%
011712,大摩万众创新混合C,,,1.1428,1.1428,,,开放申购,开放赎回,0.00%
003192,创金合信尊丰纯债,,,1.1426,1.2229,,,限大额,开放赎回,0.08%
009932,永赢稳健增长一年持有混合A,,,1.1426,1.1426,,,开放申购,开放赎回,0.04%
162413,华宝中证1000指数,,,1.1425,0.4680,,,开放申购,开放赎回,0.10%
519197,万家颐达灵活配置混合,,,1.1422,1.2982,,,开放申购,开放赎回,0.15%
009032,工银聚和一年定开混合C,,,1.1422,1.1422,,,暂停申购,暂停赎回,0.00%
000898,华富恒稳纯债债券A,,,1.1421,1.3071,,,开放申购,开放赎回,0.08%
005755,平安短债C,,,1.1421,1.1621,,,限大额,开放赎回,0.00%
000205,易方达投资级信用债债券A,,,1.1420,1.4920,,,开放申购,开放赎回,0.08%
290009,泰信周期回报债券,,,1.1420,1.6040,,,开放申购,开放赎回,0.08%
000206,易方达投资级信用债债券C,,,1.1420,1.4720,,,开放申购,开放赎回,0.00%
206008,鹏华丰盛债券,,,1.1420,1.6470,,,开放申购,开放赎回,0.00%
004544,嘉实稳华纯债债券A,,,1.1418,1.2189,,,限大额,开放赎回,0.08%
007606,嘉实沪深300红利低波动ETF联接C,,,1.1415,1.1415,,,开放申购,开放赎回,0.00%
506006,汇添富科创板2年定开混合,,,1.1414,1.1837,,,暂停申购,暂停赎回,0.15%
009876,天弘甄选食品饮料股票C,,,1.1414,1.1414,,,开放申购,开放赎回,0.00%
011551,湘财创新成长一年持有期混合C,,,1.1412,1.1412,,,开放申购,暂停赎回,0.00%
001863,东方红收益增强债券C,,,1.1411,1.3211,,,开放申购,开放赎回,0.00%
006076,创金合信恒利超短债债券A,,,1.1411,1.1411,,,限大额,开放赎回,0.03%
002520,招商招瑞纯债发起式C,,,1.1410,1.2590,,,限大额,开放赎回,0.00%
002199,前海开源中证军工指数C,,,1.1410,2.1010,,,开放申购,开放赎回,0.12%
002430,中银丰利混合A,,,1.1410,1.5350,,,开放申购,开放赎回,0.10%
008050,同泰慧择混合A,,,1.1410,1.1410,,,开放申购,开放赎回,0.15%
006614,嘉实港股通新经济指数C,,,1.1409,1.1409,,,开放申购,开放赎回,0.00%
009695,招商成长精选一年定开混合A,,,1.1408,1.1408,,,暂停申购,暂停赎回,0.15%
006211,东方臻宝纯债债券C,,,1.1406,1.1676,,,限大额,开放赎回,0.00%
008060,景顺长城价值边际灵活配置混合,,,1.1406,1.1406,,,开放申购,开放赎回,0.15%
519060,海富通纯债债券C,,,1.1404,2.3404,,,限大额,开放赎回,0.00%
009608,广发中证500指数增强A,,,1.1403,1.1403,,,开放申购,开放赎回,0.15%
